pred_t1,pred_t2,pred_t3,pred_t4,pred_t5,Empty_Column,ground_t1,ground_t2,ground_t3,ground_t4,ground_t5
19,173,512,4096,4096,,512,173,19,4096,4096
98,279,4096,4096,4096,,279,98,4096,4096,4096
98,806,4096,4096,4096,,806,98,4096,4096,4096
2,42,68,4096,4096,,68,42,2,4096,4096
405,1123,1996,42,388,,1996,1123,405,388,42
151,4096,4096,4096,4096,,151,4096,4096,4096,4096
158,279,4096,4096,4096,,279,158,4096,4096,4096
142,246,4096,4096,4096,,246,142,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
4,2,3,18,5,,18,6,5,4096,4096
0,34,4095,4096,4096,,34,0,4096,4096,4096
33,23,121,226,255,,33,23,4096,4096,4096
11,34,4096,4096,4096,,34,11,4096,4096,4096
4,2,3,18,5,,122,4,3,2,4096
4,2,3,18,5,,34,4,3,2,4096
7,21,19,15,24,,34,24,21,19,15
26,27,23,47,4096,,27,26,23,4096,4096
6,5,0,34,4096,,34,6,5,0,4096
4,2,3,18,5,,34,18,6,5,4096
0,34,4095,4096,4096,,0,4096,4096,4096,4096
33,167,95,4096,4096,,33,4096,4096,4096,4096
11,34,4096,4096,4096,,11,4096,4096,4096,4096
75,76,69,4095,4096,,76,75,69,4096,4096
4,2,3,18,5,,35,4,3,2,4096
4,2,3,18,5,,4,3,2,4096,4096
7,21,19,15,24,,24,21,19,15,7
26,27,4096,4096,4096,,27,26,4096,4096,4096
151,1864,577,227,600,,1864,151,4096,4096,4096
36,120,147,4096,4096,,147,120,36,4096,4096
19,2181,4096,4096,4096,,2181,19,4096,4096,4096
36,120,697,4096,4096,,697,120,36,4096,4096
213,3124,47,4096,4096,,3124,213,47,4096,4096
213,23,4096,4096,4096,,213,23,4096,4096,4096
213,47,4096,4096,4096,,213,47,4096,4096,4096
512,3726,134,4096,4096,,3726,512,134,4096,4096
871,19,4096,4096,4096,,871,19,4096,4096,4096
39,33,29,651,186,,86,39,4096,4096,4096
534,4096,4096,4096,4096,,534,4096,4096,4096,4096
29,85,4096,4096,4096,,85,29,4096,4096,4096
40,29,1258,738,673,,1258,738,40,29,4096
40,29,1258,673,4096,,1258,673,40,29,4096
40,29,673,1258,4096,,1258,673,40,29,4096
29,0,32,4096,4096,,32,29,0,4096,4096
29,98,32,4096,4096,,98,32,29,4096,4096
29,86,1,32,4096,,86,32,29,1,4096
119,40,29,32,173,,173,119,40,32,29
25,1,161,4096,4096,,161,25,1,4096,4096
217,999,10,4096,4096,,999,217,10,4096,4096
0,10,999,4096,4096,,999,10,0,4096,4096
160,999,10,4096,4096,,999,160,10,4096,4096
10,139,999,4096,4096,,999,139,10,4096,4096
1,999,25,10,4096,,999,25,10,1,4096
1,999,137,10,1653,,999,137,10,1,4096
9,137,999,10,4096,,999,137,10,9,4096
999,10,475,4096,4096,,999,475,10,4096,4096
999,25,372,10,4096,,999,372,25,10,4096
118,999,10,4096,4096,,999,118,10,4096,4096
0,738,1524,4096,4096,,738,0,4096,4096,4096
29,738,98,4096,4096,,738,98,29,4096,4096
1,86,738,4096,4096,,738,86,1,4096,4096
40,445,738,4096,4096,,738,445,40,4096,4096
119,738,173,29,40,,738,173,119,40,29
1009,135,84,1654,4096,,1654,1009,135,84,4096
738,445,628,4096,4096,,738,628,445,4096,4096
669,4096,4096,4096,4096,,669,4096,4096,4096,4096
188,1,256,338,4096,,338,256,188,1,4096
188,1,199,256,4096,,256,199,188,1,4096
188,199,1,362,252,,199,188,1,4096,4096
188,267,199,1,4096,,267,199,188,1,4096
338,188,267,1,242,,338,267,188,1,4096
188,267,1,199,666,,666,267,199,188,1
267,666,188,338,1,,666,338,267,188,1
360,671,4096,4096,4096,,671,360,4096,4096,4096
120,846,3,4096,4096,,846,120,3,4096,4096
95,120,256,4096,4096,,256,120,95,4096,4096
199,120,95,4096,4096,,199,120,95,4096,4096
310,351,4096,4096,4096,,351,310,4096,4096,4096
273,350,4096,4096,4096,,350,273,4096,4096,4096
350,273,881,4096,4096,,881,350,273,4096,4096
41,861,4096,4096,4096,,861,41,4096,4096,4096
75,310,4096,4096,4096,,310,75,4096,4096,4096
210,140,738,29,4095,,210,140,4096,4096,4096
404,20,798,266,4095,,210,20,4096,4096,4096
41,474,638,9,4096,,474,41,4096,4096,4096
94,416,156,4096,4096,,416,156,94,4096,4096
416,156,4095,1581,2097,,416,156,4096,4096,4096
156,94,407,441,578,,441,407,156,94,4096
156,94,407,441,578,,578,441,407,156,94
156,419,4096,4096,4096,,419,156,4096,4096,4096
156,419,4096,4096,4096,,419,156,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
4,3,2,18,6,,18,6,5,4096,4096
0,34,4095,4096,4096,,0,4096,4096,4096,4096
532,832,740,175,4096,,33,4096,4096,4096,4096
11,34,4096,4096,4096,,11,4096,4096,4096,4096
4,3,2,18,6,,35,4,3,2,4096
4,3,2,18,6,,4,3,2,4096,4096
7,19,24,21,15,,24,21,19,15,7
26,27,4096,4096,4096,,27,26,4096,4096,4096
151,1864,227,4096,4096,,1864,151,4096,4096,4096
120,36,147,4096,4096,,147,120,36,4096,4096
19,2181,4096,4096,4096,,2181,19,4096,4096,4096
36,120,697,4096,4096,,697,120,36,4096,4096
213,3124,47,4096,4096,,3124,213,47,4096,4096
213,23,4096,4096,4096,,213,23,4096,4096,4096
213,47,4096,4096,4096,,213,47,4096,4096,4096
512,3726,134,1010,4096,,3726,512,134,4096,4096
19,871,4096,4096,4096,,871,19,4096,4096,4096
33,4096,4096,4096,4096,,86,39,4096,4096,4096
534,3455,120,4096,4096,,534,4096,4096,4096,4096
29,85,4096,4096,4096,,85,29,4096,4096,4096
40,1258,29,738,673,,1258,738,40,29,4096
40,1258,29,640,4096,,1258,673,40,29,4096
40,673,29,1258,4096,,1258,673,40,29,4096
0,32,29,4096,4096,,32,29,0,4096,4096
29,98,32,4096,4096,,98,32,29,4096,4096
86,29,32,1,4096,,86,32,29,1,4096
173,40,119,32,29,,173,119,40,32,29
1,25,161,4096,4096,,161,25,1,4096,4096
217,999,10,4096,4096,,999,217,10,4096,4096
0,10,999,475,4096,,999,10,0,4096,4096
10,999,160,4096,4096,,999,160,10,4096,4096
10,139,999,4096,4096,,999,139,10,4096,4096
999,25,10,1,797,,999,25,10,1,4096
1,999,137,10,241,,999,137,10,1,4096
999,9,10,137,4096,,999,137,10,9,4096
10,475,999,4096,4096,,999,475,10,4096,4096
10,999,25,372,4096,,999,372,25,10,4096
118,999,10,4096,4096,,999,118,10,4096,4096
0,738,113,281,4096,,738,0,4096,4096,4096
98,29,738,286,96,,738,98,29,4096,4096
1,738,86,4096,4096,,738,86,1,4096,4096
40,445,738,4096,4096,,738,445,40,4096,4096
29,40,173,119,738,,738,173,119,40,29
1009,84,135,1654,4096,,1654,1009,135,84,4096
1256,628,738,445,126,,738,628,445,4096,4096
351,310,4096,4096,4096,,351,310,4096,4096,4096
273,350,4096,4096,4096,,350,273,4096,4096,4096
273,350,881,4096,4096,,881,350,273,4096,4096
41,861,4096,4096,4096,,861,41,4096,4096,4096
75,310,4096,4096,4096,,310,75,4096,4096,4096
210,140,4096,4096,4096,,210,140,4096,4096,4096
210,20,4096,4096,4096,,210,20,4096,4096,4096
288,1360,445,40,192,,474,41,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
4,3,2,18,5,,18,6,5,4096,4096
0,34,4095,4096,4096,,0,4096,4096,4096,4096
8,535,806,4096,4096,,806,535,8,4096,4096
806,124,4096,4096,4096,,806,124,4096,4096,4096
32,29,806,4096,4096,,806,32,29,4096,4096
33,4096,4096,4096,4096,,33,4096,4096,4096,4096
11,34,4096,4096,4096,,11,4096,4096,4096,4096
4,3,2,18,5,,783,80,68,67,46
46,77,80,67,1,,80,77,68,67,46
4,3,2,18,5,,35,4,3,2,4096
4,3,2,18,5,,4,3,2,4096,4096
7,21,15,24,19,,24,21,19,15,7
7,21,15,24,19,,27,26,4096,4096,4096
173,286,275,4096,4096,,286,275,173,4096,4096
17,2826,4096,4096,4096,,2826,17,4096,4096,4096
32,173,406,4096,4096,,406,173,32,4096,4096
2,281,68,42,4096,,281,68,42,2,4096
242,806,4096,4096,4096,,806,242,4096,4096,4096
512,173,19,4096,4096,,512,173,19,4096,4096
98,279,4096,4096,4096,,279,98,4096,4096,4096
98,806,4096,4096,4096,,806,98,4096,4096,4096
42,2,68,4096,4096,,68,42,2,4096,4096
405,1123,42,1996,32,,1996,1123,405,388,42
151,4096,4096,4096,4096,,151,4096,4096,4096,4096
279,158,4096,4096,4096,,279,158,4096,4096,4096
246,142,4096,4096,4096,,246,142,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
4,3,2,18,5,,18,6,5,4096,4096
263,37,209,293,4096,,293,263,209,37,4096
4,3,2,18,5,,18,4096,4096,4096,4096
0,34,4095,4096,4096,,0,4096,4096,4096,4096
29,333,85,1270,4096,,1270,333,85,29,4096
33,166,4096,4096,4096,,33,4096,4096,4096,4096
11,34,4096,4096,4096,,11,4096,4096,4096,4096
75,76,69,589,1248,,76,75,69,4096,4096
4,3,2,18,5,,35,4,3,2,4096
4,3,2,18,5,,4,3,2,4096,4096
7,19,21,15,24,,24,21,19,15,7
26,27,4096,4096,4096,,27,26,4096,4096,4096
173,1023,4096,4096,4096,,1023,173,4096,4096,4096
253,1382,4096,4096,4096,,1382,253,4096,4096,4096
802,645,1171,1114,4096,,1171,1114,802,645,4096
32,91,4096,4096,4096,,91,32,4096,4096,4096
194,32,4096,4096,4096,,194,32,4096,4096,4096
99,32,4096,4096,4096,,99,32,4096,4096,4096
284,391,32,4096,4096,,391,284,32,4096,4096
29,32,4096,4096,4096,,32,29,4096,4096,4096
119,32,29,814,4096,,814,119,32,29,4096
1081,4096,4096,4096,4096,,1081,4096,4096,4096,4096
33,4096,4096,4096,4096,,2629,1369,4096,4096,4096
57,814,4096,4096,4096,,814,57,4096,4096,4096
40,653,826,142,4096,,826,653,40,4096,4096
78,213,814,826,3238,,3238,826,814,213,78
78,814,213,826,3239,,3239,826,814,213,78
899,3240,4096,4096,4096,,3240,899,4096,4096,4096
155,51,49,2630,99,,2630,155,99,51,49
49,118,51,155,2630,,2630,155,118,51,49
1473,625,0,4096,4096,,1473,625,4096,4096,4096
275,1473,4096,4096,4096,,1473,275,4096,4096,4096
9,1473,284,4096,4096,,1473,284,9,4096,4096
894,1473,27,286,4096,,1473,894,286,27,4096
814,194,4096,4096,4096,,814,194,4096,4096,4096
194,253,814,4096,4096,,814,253,194,4096,4096
119,173,275,337,1810,,1810,337,275,173,119
426,1229,4096,4096,4096,,1229,426,4096,4096,4096
60,1229,4096,4096,4096,,1229,60,4096,4096,4096
151,426,4096,4096,4096,,426,151,4096,4096,4096
227,426,4096,4096,4096,,426,227,4096,4096,4096
669,4096,4096,4096,4096,,669,4096,4096,4096,4096
1,188,256,4096,4096,,256,188,1,4096,4096
13,60,188,441,1,,441,188,1,4096,4096
1,188,267,4096,4096,,267,188,1,4096,4096
1,188,666,267,145,,666,267,188,1,4096
310,351,4096,4096,4096,,351,310,4096,4096,4096
75,310,350,273,4096,,350,273,4096,4096,4096
75,310,350,273,4096,,310,75,4096,4096,4096
20,210,4096,4096,4096,,210,20,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
4,3,2,18,5,,18,6,5,4096,4096
0,34,4095,4096,4096,,0,4096,4096,4096,4096
85,29,333,1270,4096,,1270,333,85,29,4096
33,4096,4096,4096,4096,,33,4096,4096,4096,4096
11,34,4096,4096,4096,,11,4096,4096,4096,4096
4,3,2,18,5,,35,4,3,2,4096
4,3,2,18,5,,4,3,2,4096,4096
7,19,21,15,24,,24,21,19,15,7
26,27,23,4096,4096,,27,26,4096,4096,4096
173,1023,4096,4096,4096,,1023,173,4096,4096,4096
253,1382,4096,4096,4096,,1382,253,4096,4096,4096
802,645,1171,1114,4096,,1171,1114,802,645,4096
194,32,4096,4096,4096,,194,32,4096,4096,4096
32,99,1425,433,973,,99,32,4096,4096,4096
284,32,391,4096,4096,,391,284,32,4096,4096
29,32,4096,4096,4096,,32,29,4096,4096,4096
119,29,32,814,4096,,814,119,32,29,4096
1081,4096,4096,4096,4096,,1081,4096,4096,4096,4096
1369,2629,4096,4096,4096,,2629,1369,4096,4096,4096
57,814,4096,4096,4096,,814,57,4096,4096,4096
40,653,826,4096,4096,,826,653,40,4096,4096
213,78,814,826,3238,,3238,826,814,213,78
213,78,814,826,3239,,3239,826,814,213,78
899,3240,4096,4096,4096,,3240,899,4096,4096,4096
99,51,155,49,2630,,2630,155,99,51,49
118,155,51,49,2630,,2630,155,118,51,49
1473,625,4096,4096,4096,,1473,625,4096,4096,4096
275,1473,4096,4096,4096,,1473,275,4096,4096,4096
9,284,1473,4096,4096,,1473,284,9,4096,4096
286,1473,27,894,4096,,1473,894,286,27,4096
194,814,4096,4096,4096,,814,194,4096,4096,4096
194,253,814,4096,4096,,814,253,194,4096,4096
173,337,119,275,1810,,1810,337,275,173,119
1229,426,4096,4096,4096,,1229,426,4096,4096,4096
60,1229,4096,4096,4096,,1229,60,4096,4096,4096
151,426,4096,4096,4096,,426,151,4096,4096,4096
227,426,4096,4096,4096,,426,227,4096,4096,4096
669,4096,4096,4096,4096,,669,4096,4096,4096,4096
1,188,256,4096,4096,,256,188,1,4096,4096
188,441,1,240,276,,441,188,1,4096,4096
1,188,267,4096,4096,,267,188,1,4096,4096
170,191,119,301,1636,,666,267,188,1,4096
310,351,4096,4096,4096,,351,310,4096,4096,4096
350,273,310,75,73,,350,273,4096,4096,4096
310,75,350,273,4096,,310,75,4096,4096,4096
20,210,4096,4096,4096,,210,20,4096,4096,4096
6,5,0,34,4096,,6,5,0,4096,4096
3,4,2,18,6,,18,6,5,4096,4096
0,34,4096,4096,4096,,34,0,4096,4096,4096
33,23,226,121,4096,,33,23,4096,4096,4096
11,34,4096,4096,4096,,34,11,4096,4096,4096
77,80,67,68,46,,80,77,68,67,46
3,4,2,18,6,,122,4,3,2,4096
3,4,2,18,6,,34,4,3,2,4096
7,24,21,19,15,,34,24,21,19,15
26,27,23,4096,4096,,27,26,23,4096,4096
6,5,0,34,4096,,34,6,5,0,4096
3,4,2,18,6,,34,18,6,5,4096
3,4,2,18,6,,34,18,4096,4096,4096
